Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating
894-41-5205,C,Naypyitaw,Normal,Female,Food and beverages,43.18,8.00,17.2720,362.71,1/19/2019,7:39:00 PM,Credit card,345.44,4.7619,17.2720,8.3000
275-28-0149,A,Yangon,Normal,Male,Sports and travel,63.69,1.00,3.1845,66.87,2/25/2019,4:21:00 PM,Cash,63.69,4.7619,3.1845,6.0000
101-17-6199,A,Yangon,Normal,Male,Food and beverages,45.79,7.00,16.0265,336.56,3/13/2019,7:44:00 PM,Credit card,320.53,4.7619,16.0265,7.0000
423-80-0988,C,Naypyitaw,Normal,Male,Sports and travel,76.40,2.00,7.6400,160.44,1/30/2019,7:42:00 PM,Ewallet,152.80,4.7619,7.6400,6.5000
548-46-9322,B,Mandalay,Normal,Male,Food and beverages,39.90,10.00,19.9500,418.95,2/20/2019,3:24:00 PM,Credit card,399.00,4.7619,19.9500,5.9000
505-02-0892,B,Mandalay,Member,Male,Health and beauty,42.57,8.00,17.0280,357.59,2/25/2019,2:12:00 PM,Ewallet,340.56,4.7619,17.0280,5.6000
234-65-2137,C,Naypyitaw,Normal,Male,Home and lifestyle,95.58,10.00,47.7900,1003.59,1/16/2019,1:32:00 PM,Cash,955.80,4.7619,47.7900,4.8000
687-47-8271,A,Yangon,Normal,Male,Fashion accessories,98.98,10.00,49.4900,1039.29,2/8/2019,4:20:00 PM,Credit card,989.80,4.7619,49.4900,8.7000
796-32-9050,A,Yangon,Normal,Male,Food and beverages,51.28,6.00,15.3840,323.06,1/19/2019,4:31:00 PM,Cash,307.68,4.7619,15.3840,6.5000
105-31-1824,A,Yangon,Member,Male,Sports and travel,69.52,7.00,24.3320,510.97,2/1/2019,3:10:00 PM,Credit card,486.64,4.7619,24.3320,8.5000
249-42-3782,A,Yangon,Normal,Male,Health and beauty,70.01,5.00,17.5025,367.55,1/3/2019,11:36:00 AM,Ewallet,350.05,4.7619,17.5025,5.5000
316-55-4634,B,Mandalay,Member,Male,Food and beverages,80.05,5.00,20.0125,420.26,1/26/2019,12:45:00 PM,Credit card,400.25,4.7619,20.0125,9.4000
733-33-4967,C,Naypyitaw,Normal,Male,Electronic accessories,20.85,8.00,8.3400,175.14,3/3/2019,7:17:00 PM,Cash,166.80,4.7619,8.3400,6.3000
608-27-6295,B,Mandalay,Member,Male,Electronic accessories,52.89,6.00,15.8670,333.21,1/19/2019,5:34:00 PM,Credit card,317.34,4.7619,15.8670,9.8000
414-12-7047,B,Mandalay,Normal,Male,Food and beverages,19.79,8.00,7.9160,166.24,1/18/2019,12:04:00 PM,Ewallet,158.32,4.7619,7.9160,8.7000
827-26-2100,A,Yangon,Member,Male,Home and lifestyle,33.84,9.00,15.2280,319.79,3/21/2019,4:21:00 PM,Ewallet,304.56,4.7619,15.2280,8.8000
175-54-2529,A,Yangon,Member,Male,Food and beverages,22.17,8.00,8.8680,186.23,3/3/2019,5:01:00 PM,Credit card,177.36,4.7619,8.8680,9.6000
139-52-2867,C,Naypyitaw,Normal,Female,Fashion accessories,22.51,7.00,7.8785,165.45,2/13/2019,10:50:00 AM,Credit card,157.57,4.7619,7.8785,4.8000
407-63-8975,A,Yangon,Normal,Male,Food and beverages,73.88,6.00,22.1640,465.44,3/23/2019,7:16:00 PM,Ewallet,443.28,4.7619,22.1640,4.4000
342-65-4817,C,Naypyitaw,Member,Male,Health and beauty,86.80,3.00,13.0200,273.42,1/28/2019,4:47:00 PM,Ewallet,260.40,4.7619,13.0200,9.9000
130-98-8941,C,Naypyitaw,Normal,Male,Fashion accessories,64.26,7.00,22.4910,472.31,2/9/2019,10:00:00 AM,Cash,449.82,4.7619,22.4910,5.7000
434-83-9547,C,Naypyitaw,Member,Male,Food and beverages,38.47,8.00,15.3880,323.15,1/23/2019,11:51:00 AM,Cash,307.76,4.7619,15.3880,7.7000
851-28-6367,A,Yangon,Member,Male,Sports and travel,15.50,10.00,7.7500,162.75,3/23/2019,10:55:00 AM,Ewallet,155.00,4.7619,7.7500,8.0000
824-88-3614,C,Naypyitaw,Normal,Male,Health and beauty,34.31,8.00,13.7240,288.20,1/25/2019,3:00:00 PM,Ewallet,274.48,4.7619,13.7240,5.7000
586-25-0848,A,Yangon,Normal,Female,Sports and travel,12.34,7.00,4.3190,90.70,3/4/2019,11:19:00 AM,Credit card,86.38,4.7619,4.3190,6.7000
895-66-0685,B,Mandalay,Member,Male,Food and beverages,18.08,3.00,2.7120,56.95,3/5/2019,7:46:00 PM,Ewallet,54.24,4.7619,2.7120,8.0000
305-14-0245,B,Mandalay,Member,Female,Home and lifestyle,94.49,8.00,37.7960,793.72,3/3/2019,7:00:00 PM,Ewallet,755.92,4.7619,37.7960,7.5000
732-04-5373,B,Mandalay,Member,Male,Home and lifestyle,46.47,4.00,9.2940,195.17,2/8/2019,10:53:00 AM,Cash,185.88,4.7619,9.2940,7.0000
400-60-7251,A,Yangon,Normal,Male,Home and lifestyle,74.07,1.00,3.7035,77.77,2/10/2019,12:50:00 PM,Ewallet,74.07,4.7619,3.7035,9.9000
593-65-1552,C,Naypyitaw,Normal,Female,Home and lifestyle,69.81,4.00,13.9620,293.20,1/28/2019,8:50:00 PM,Credit card,279.24,4.7619,13.9620,5.9000
284-34-9626,B,Mandalay,Normal,Female,Home and lifestyle,77.04,3.00,11.5560,242.68,2/11/2019,10:39:00 AM,Credit card,231.12,4.7619,11.5560,7.2000
437-58-8131,B,Mandalay,Normal,Female,Fashion accessories,73.52,2.00,7.3520,154.39,1/15/2019,1:41:00 PM,Ewallet,147.04,4.7619,7.3520,4.6000
286-43-6208,C,Naypyitaw,Normal,Female,Food and beverages,87.80,9.00,39.5100,829.71,3/16/2019,7:08:00 PM,Cash,790.20,4.7619,39.5100,9.2000
641-43-2399,B,Mandalay,Normal,Male,Home and lifestyle,25.55,4.00,5.1100,107.31,1/26/2019,8:23:00 PM,Ewallet,102.20,4.7619,5.1100,5.7000
831-07-6050,A,Yangon,Normal,Male,Electronic accessories,32.71,5.00,8.1775,171.73,3/19/2019,11:30:00 AM,Credit card,163.55,4.7619,8.1775,9.9000
556-86-3144,C,Naypyitaw,Member,Female,Fashion accessories,74.29,1.00,3.7145,78.00,1/13/2019,7:30:00 PM,Cash,74.29,4.7619,3.7145,5.0000
848-24-9445,C,Naypyitaw,Member,Male,Health and beauty,43.70,2.00,4.3700,91.77,3/26/2019,6:03:00 PM,Cash,87.40,4.7619,4.3700,4.9000
856-22-8149,A,Yangon,Normal,Female,Home and lifestyle,25.29,1.00,1.2645,26.55,3/23/2019,10:13:00 AM,Ewallet,25.29,4.7619,1.2645,6.1000
699-01-4164,C,Naypyitaw,Normal,Male,Health and beauty,41.50,4.00,8.3000,174.30,3/12/2019,7:58:00 PM,Credit card,166.00,4.7619,8.3000,8.2000
420-11-4919,C,Naypyitaw,Member,Female,Food and beverages,71.39,5.00,17.8475,374.80,2/17/2019,7:57:00 PM,Credit card,356.95,4.7619,17.8475,5.5000
606-80-4905,C,Naypyitaw,Member,Female,Sports and travel,19.15,6.00,5.7450,120.65,1/29/2019,10:01:00 AM,Credit card,114.90,4.7619,5.7450,6.8000
542-41-0513,B,Mandalay,Member,Female,Electronic accessories,57.49,4.00,11.4980,241.46,3/15/2019,11:57:00 AM,Cash,229.96,4.7619,11.4980,6.6000
426-39-2418,C,Naypyitaw,Normal,Male,Electronic accessories,61.41,7.00,21.4935,451.36,1/14/2019,10:02:00 AM,Cash,429.87,4.7619,21.4935,9.8000
875-46-5808,B,Mandalay,Member,Male,Health and beauty,25.90,10.00,12.9500,271.95,2/6/2019,2:51:00 PM,Ewallet,259.00,4.7619,12.9500,8.7000
394-43-4238,B,Mandalay,Member,Male,Home and lifestyle,17.77,5.00,4.4425,93.29,2/15/2019,12:42:00 PM,Credit card,88.85,4.7619,4.4425,5.4000
749-24-1565,A,Yangon,Normal,Female,Health and beauty,23.03,9.00,10.3635,217.63,1/3/2019,12:02:00 PM,Ewallet,207.27,4.7619,10.3635,7.9000
672-51-8681,C,Naypyitaw,Member,Female,Electronic accessories,66.65,9.00,29.9925,629.84,1/4/2019,6:19:00 PM,Credit card,599.85,4.7619,29.9925,9.7000
263-87-5680,C,Naypyitaw,Member,Female,Home and lifestyle,28.53,10.00,14.2650,299.57,3/18/2019,5:38:00 PM,Ewallet,285.30,4.7619,14.2650,7.8000
573-58-9734,B,Mandalay,Normal,Female,Fashion accessories,30.37,3.00,4.5555,95.67,3/28/2019,1:41:00 PM,Ewallet,91.11,4.7619,4.5555,5.1000
817-69-8206,B,Mandalay,Normal,Female,Electronic accessories,99.73,9.00,44.8785,942.45,3/2/2019,7:42:00 PM,Credit card,897.57,4.7619,44.8785,6.5000
888-02-0338,A,Yangon,Normal,Male,Electronic accessories,26.23,9.00,11.8035,247.87,1/25/2019,8:24:00 PM,Ewallet,236.07,4.7619,11.8035,5.9000
677-11-0152,C,Naypyitaw,Normal,Female,Food and beverages,93.26,9.00,41.9670,881.31,1/16/2019,6:08:00 PM,Cash,839.34,4.7619,41.9670,8.8000
142-63-6033,B,Mandalay,Normal,Male,Home and lifestyle,92.36,5.00,23.0900,484.89,3/20/2019,7:17:00 PM,Ewallet,461.80,4.7619,23.0900,4.9000
656-16-1063,B,Mandalay,Normal,Male,Sports and travel,46.42,3.00,6.9630,146.22,1/4/2019,1:24:00 PM,Credit card,139.26,4.7619,6.9630,4.4000
891-58-8335,B,Mandalay,Member,Female,Sports and travel,29.61,7.00,10.3635,217.63,3/11/2019,3:53:00 PM,Cash,207.27,4.7619,10.3635,6.5000
802-43-8934,A,Yangon,Normal,Male,Home and lifestyle,18.28,1.00,0.9140,19.19,3/22/2019,3:05:00 PM,Credit card,18.28,4.7619,0.9140,8.3000
560-30-5617,B,Mandalay,Normal,Female,Sports and travel,24.77,5.00,6.1925,130.04,3/24/2019,6:27:00 PM,Cash,123.85,4.7619,6.1925,8.5000
319-74-2561,A,Yangon,Member,Female,Electronic accessories,94.64,3.00,14.1960,298.12,2/21/2019,4:55:00 PM,Cash,283.92,4.7619,14.1960,5.5000
549-03-9315,B,Mandalay,Normal,Male,Fashion accessories,94.87,8.00,37.9480,796.91,2/12/2019,12:58:00 PM,Ewallet,758.96,4.7619,37.9480,8.7000
790-29-1172,B,Mandalay,Normal,Female,Food and beverages,57.34,3.00,8.6010,180.62,3/10/2019,6:59:00 PM,Credit card,172.02,4.7619,8.6010,7.9000
239-36-3640,B,Mandalay,Normal,Male,Electronic accessories,45.35,6.00,13.6050,285.71,1/31/2019,1:44:00 PM,Ewallet,272.10,4.7619,13.6050,6.1000
468-01-2051,B,Mandalay,Normal,Male,Food and beverages,62.08,7.00,21.7280,456.29,3/6/2019,1:46:00 PM,Ewallet,434.56,4.7619,21.7280,5.4000
389-25-3394,C,Naypyitaw,Normal,Male,Electronic accessories,11.81,5.00,2.9525,62.00,2/17/2019,6:06:00 PM,Cash,59.05,4.7619,2.9525,9.4000
279-62-1445,C,Naypyitaw,Member,Female,Fashion accessories,12.54,1.00,0.6270,13.17,2/21/2019,12:38:00 PM,Cash,12.54,4.7619,0.6270,8.2000
213-72-6612,A,Yangon,Normal,Male,Food and beverages,43.25,2.00,4.3250,90.83,3/20/2019,3:56:00 PM,Cash,86.50,4.7619,4.3250,6.2000
746-68-6593,C,Naypyitaw,Member,Female,Sports and travel,87.16,2.00,8.7160,183.04,1/11/2019,2:29:00 PM,Credit card,174.32,4.7619,8.7160,9.7000
836-82-5858,B,Mandalay,Member,Male,Health and beauty,69.37,9.00,31.2165,655.55,1/26/2019,7:14:00 PM,Ewallet,624.33,4.7619,31.2165,4.0000
583-72-1480,C,Naypyitaw,Member,Male,Electronic accessories,37.06,4.00,7.4120,155.65,1/31/2019,4:24:00 PM,Ewallet,148.24,4.7619,7.4120,9.7000
466-61-5506,B,Mandalay,Member,Female,Electronic accessories,90.70,6.00,27.2100,571.41,2/26/2019,10:52:00 AM,Cash,544.20,4.7619,27.2100,5.3000
721-86-6247,A,Yangon,Normal,Female,Home and lifestyle,63.42,8.00,25.3680,532.73,3/11/2019,12:55:00 PM,Ewallet,507.36,4.7619,25.3680,7.4000
289-65-5721,B,Mandalay,Normal,Female,Fashion accessories,81.37,2.00,8.1370,170.88,1/26/2019,7:28:00 PM,Cash,162.74,4.7619,8.1370,6.5000
545-46-3100,B,Mandalay,Member,Female,Electronic accessories,10.59,3.00,1.5885,33.36,3/12/2019,1:52:00 PM,Credit card,31.77,4.7619,1.5885,8.7000
418-02-5978,B,Mandalay,Normal,Female,Health and beauty,84.09,9.00,37.8405,794.65,2/11/2019,10:54:00 AM,Cash,756.81,4.7619,37.8405,8.0000
269-04-5750,B,Mandalay,Member,Male,Fashion accessories,73.82,4.00,14.7640,310.04,2/21/2019,6:31:00 PM,Cash,295.28,4.7619,14.7640,6.7000
157-13-5295,A,Yangon,Member,Male,Health and beauty,51.94,10.00,25.9700,545.37,3/9/2019,6:24:00 PM,Ewallet,519.40,4.7619,25.9700,6.5000
645-78-8093,A,Yangon,Normal,Female,Sports and travel,93.14,2.00,9.3140,195.59,1/20/2019,6:09:00 PM,Ewallet,186.28,4.7619,9.3140,4.1000
211-30-9270,C,Naypyitaw,Normal,Male,Health and beauty,17.41,5.00,4.3525,91.40,1/28/2019,3:16:00 PM,Credit card,87.05,4.7619,4.3525,4.9000
755-12-3214,C,Naypyitaw,Member,Female,Fashion accessories,44.22,5.00,11.0550,232.16,3/5/2019,5:07:00 PM,Credit card,221.10,4.7619,11.0550,8.6000
346-84-3103,B,Mandalay,Member,Female,Electronic accessories,13.22,5.00,3.3050,69.41,3/2/2019,7:26:00 PM,Cash,66.10,4.7619,3.3050,4.3000
478-06-7835,A,Yangon,Normal,Male,Fashion accessories,89.69,1.00,4.4845,94.17,1/11/2019,11:20:00 AM,Ewallet,89.69,4.7619,4.4845,4.9000
540-11-4336,A,Yangon,Normal,Male,Food and beverages,24.94,9.00,11.2230,235.68,1/11/2019,4:49:00 PM,Credit card,224.46,4.7619,11.2230,5.6000
448-81-5016,A,Yangon,Normal,Male,Health and beauty,59.77,2.00,5.9770,125.52,3/11/2019,12:01:00 PM,Credit card,119.54,4.7619,5.9770,5.8000
142-72-4741,C,Naypyitaw,Member,Male,Fashion accessories,93.20,2.00,9.3200,195.72,2/28/2019,6:37:00 PM,Credit card,186.40,4.7619,9.3200,6.0000
217-58-1179,A,Yangon,Member,Male,Home and lifestyle,62.65,4.00,12.5300,263.13,1/5/2019,11:25:00 AM,Cash,250.60,4.7619,12.5300,4.2000
376-02-8238,B,Mandalay,Normal,Male,Home and lifestyle,93.87,8.00,37.5480,788.51,2/2/2019,6:42:00 PM,Credit card,750.96,4.7619,37.5480,8.3000
530-90-9855,A,Yangon,Member,Male,Home and lifestyle,47.59,8.00,19.0360,399.76,1/1/2019,2:47:00 PM,Cash,380.72,4.7619,19.0360,5.7000
866-05-7563,B,Mandalay,Member,Female,Electronic accessories,81.40,3.00,12.2100,256.41,2/9/2019,7:43:00 PM,Cash,244.20,4.7619,12.2100,4.8000
604-70-6476,A,Yangon,Member,Male,Fashion accessories,17.94,5.00,4.4850,94.19,1/23/2019,2:04:00 PM,Ewallet,89.70,4.7619,4.4850,6.8000
799-71-1548,A,Yangon,Member,Male,Electronic accessories,77.72,4.00,15.5440,326.42,1/7/2019,4:11:00 PM,Credit card,310.88,4.7619,15.5440,8.8000
785-13-7708,B,Mandalay,Normal,Male,Food and beverages,73.06,7.00,25.5710,536.99,1/14/2019,7:06:00 PM,Credit card,511.42,4.7619,25.5710,4.2000
845-51-0542,B,Mandalay,Member,Male,Food and beverages,46.55,9.00,20.9475,439.90,2/2/2019,3:34:00 PM,Ewallet,418.95,4.7619,20.9475,6.4000
662-47-5456,C,Naypyitaw,Member,Male,Fashion accessories,35.19,10.00,17.5950,369.50,3/17/2019,7:06:00 PM,Credit card,351.90,4.7619,17.5950,8.4000
883-17-4236,C,Naypyitaw,Normal,Female,Sports and travel,14.39,2.00,1.4390,30.22,3/2/2019,7:44:00 PM,Credit card,28.78,4.7619,1.4390,7.2000
290-68-2984,A,Yangon,Normal,Male,Home and lifestyle,23.75,4.00,4.7500,99.75,3/16/2019,11:22:00 AM,Cash,95.00,4.7619,4.7500,5.2000
704-11-6354,A,Yangon,Member,Male,Home and lifestyle,58.90,8.00,23.5600,494.76,1/6/2019,11:23:00 AM,Cash,471.20,4.7619,23.5600,8.9000
110-48-7033,B,Mandalay,Member,Male,Fashion accessories,32.62,4.00,6.5240,137.00,1/29/2019,2:12:00 PM,Cash,130.48,4.7619,6.5240,9.0000
366-93-0948,A,Yangon,Member,Male,Electronic accessories,66.35,1.00,3.3175,69.67,1/31/2019,10:46:00 AM,Credit card,66.35,4.7619,3.3175,9.7000
729-09-9681,A,Yangon,Member,Male,Home and lifestyle,25.91,6.00,7.7730,163.23,2/5/2019,10:16:00 AM,Ewallet,155.46,4.7619,7.7730,8.7000
151-16-1484,A,Yangon,Member,Male,Electronic accessories,32.25,4.00,6.4500,135.45,2/13/2019,12:38:00 PM,Ewallet,129.00,4.7619,6.4500,6.5000
380-94-4661,C,Naypyitaw,Member,Male,Electronic accessories,65.94,4.00,13.1880,276.95,2/7/2019,1:05:00 PM,Credit card,263.76,4.7619,13.1880,6.9000
850-41-9669,A,Yangon,Normal,Female,Electronic accessories,75.06,9.00,33.7770,709.32,3/19/2019,1:25:00 PM,Ewallet,675.54,4.7619,33.7770,6.2000
821-07-3596,C,Naypyitaw,Normal,Female,Fashion accessories,16.45,4.00,3.2900,69.09,3/7/2019,2:53:00 PM,Ewallet,65.80,4.7619,3.2900,5.6000
655-85-5130,B,Mandalay,Member,Female,Fashion accessories,38.30,4.00,7.6600,160.86,3/13/2019,7:22:00 PM,Cash,153.20,4.7619,7.6600,5.7000
447-15-7839,A,Yangon,Member,Female,Sports and travel,22.24,10.00,11.1200,233.52,2/9/2019,11:00:00 AM,Cash,222.40,4.7619,11.1200,4.2000
154-74-7179,B,Mandalay,Normal,Male,Sports and travel,54.45,1.00,2.7225,57.17,2/26/2019,7:24:00 PM,Ewallet,54.45,4.7619,2.7225,7.9000
253-12-6086,A,Yangon,Member,Female,Sports and travel,98.40,7.00,34.4400,723.24,3/12/2019,12:43:00 PM,Credit card,688.80,4.7619,34.4400,8.7000
808-65-0703,C,Naypyitaw,Normal,Male,Home and lifestyle,35.47,4.00,7.0940,148.97,3/14/2019,5:22:00 PM,Credit card,141.88,4.7619,7.0940,6.9000
571-94-0759,B,Mandalay,Member,Female,Food and beverages,74.60,10.00,37.3000,783.30,1/8/2019,8:55:00 PM,Cash,746.00,4.7619,37.3000,9.5000
144-51-6085,A,Yangon,Member,Male,Home and lifestyle,70.74,4.00,14.1480,297.11,1/5/2019,4:05:00 PM,Credit card,282.96,4.7619,14.1480,4.4000
731-14-2199,A,Yangon,Member,Female,Home and lifestyle,35.54,10.00,17.7700,373.17,1/4/2019,1:34:00 PM,Ewallet,355.40,4.7619,17.7700,7.0000
783-09-1637,B,Mandalay,Normal,Female,Sports and travel,67.43,5.00,16.8575,354.01,3/6/2019,6:13:00 PM,Ewallet,337.15,4.7619,16.8575,6.3000
687-15-1097,C,Naypyitaw,Member,Female,Health and beauty,21.12,2.00,2.1120,44.35,1/3/2019,7:17:00 PM,Cash,42.24,4.7619,2.1120,9.7000
126-54-1082,A,Yangon,Member,Female,Home and lifestyle,21.54,9.00,9.6930,203.55,1/7/2019,11:44:00 AM,Credit card,193.86,4.7619,9.6930,8.8000
633-91-1052,A,Yangon,Normal,Female,Home and lifestyle,12.03,2.00,1.2030,25.26,1/27/2019,3:51:00 PM,Cash,24.06,4.7619,1.2030,5.1000
477-24-6490,B,Mandalay,Normal,Female,Health and beauty,99.71,6.00,29.9130,628.17,2/26/2019,4:52:00 PM,Ewallet,598.26,4.7619,29.9130,7.9000
566-19-5475,B,Mandalay,Normal,Male,Fashion accessories,47.97,7.00,16.7895,352.58,1/7/2019,8:52:00 PM,Cash,335.79,4.7619,16.7895,6.2000
526-86-8552,C,Naypyitaw,Member,Female,Home and lifestyle,21.82,10.00,10.9100,229.11,1/7/2019,5:36:00 PM,Cash,218.20,4.7619,10.9100,7.1000
376-56-3573,C,Naypyitaw,Normal,Female,Fashion accessories,95.42,4.00,19.0840,400.76,2/2/2019,1:23:00 PM,Ewallet,381.68,4.7619,19.0840,6.4000
537-72-0426,C,Naypyitaw,Member,Male,Fashion accessories,70.99,10.00,35.4950,745.40,3/20/2019,4:28:00 PM,Cash,709.90,4.7619,35.4950,5.7000
828-61-5674,A,Yangon,Member,Male,Sports and travel,44.02,10.00,22.0100,462.21,3/20/2019,7:57:00 PM,Credit card,440.20,4.7619,22.0100,9.6000
136-08-6195,A,Yangon,Normal,Female,Home and lifestyle,69.96,8.00,27.9840,587.66,2/15/2019,5:01:00 PM,Credit card,559.68,4.7619,27.9840,6.4000
523-38-0215,C,Naypyitaw,Normal,Male,Home and lifestyle,37.00,1.00,1.8500,38.85,3/6/2019,1:29:00 PM,Credit card,37.00,4.7619,1.8500,7.9000
490-29-1201,A,Yangon,Normal,Female,Sports and travel,15.34,1.00,0.7670,16.11,1/6/2019,11:09:00 AM,Cash,15.34,4.7619,0.7670,6.5000
667-92-0055,A,Yangon,Member,Male,Health and beauty,99.83,6.00,29.9490,628.93,3/4/2019,3:02:00 PM,Ewallet,598.98,4.7619,29.9490,8.5000
565-17-3836,A,Yangon,Member,Female,Health and beauty,47.67,4.00,9.5340,200.21,3/12/2019,2:21:00 PM,Cash,190.68,4.7619,9.5340,9.1000
498-41-1961,B,Mandalay,Normal,Male,Health and beauty,66.68,5.00,16.6700,350.07,2/20/2019,6:01:00 PM,Cash,333.40,4.7619,16.6700,7.6000
593-95-4461,C,Naypyitaw,Member,Male,Home and lifestyle,74.86,1.00,3.7430,78.60,3/24/2019,2:49:00 PM,Cash,74.86,4.7619,3.7430,6.9000
226-71-3580,C,Naypyitaw,Normal,Female,Sports and travel,23.75,9.00,10.6875,224.44,1/31/2019,12:02:00 PM,Cash,213.75,4.7619,10.6875,9.5000
283-79-9594,B,Mandalay,Normal,Female,Food and beverages,48.51,7.00,16.9785,356.55,1/25/2019,1:30:00 PM,Credit card,339.57,4.7619,16.9785,5.2000
430-60-3493,A,Yangon,Member,Female,Home and lifestyle,94.88,7.00,33.2080,697.37,2/3/2019,2:38:00 PM,Cash,664.16,4.7619,33.2080,4.2000
139-20-0155,B,Mandalay,Member,Male,Electronic accessories,40.30,10.00,20.1500,423.15,1/24/2019,5:37:00 PM,Credit card,403.00,4.7619,20.1500,7.0000
558-80-4082,C,Naypyitaw,Normal,Male,Electronic accessories,27.85,7.00,9.7475,204.70,3/14/2019,5:20:00 PM,Ewallet,194.95,4.7619,9.7475,6.0000
278-97-7759,A,Yangon,Member,Female,Electronic accessories,62.48,1.00,3.1240,65.60,2/18/2019,8:29:00 PM,Cash,62.48,4.7619,3.1240,4.7000
316-68-6352,A,Yangon,Member,Female,Food and beverages,36.36,2.00,3.6360,76.36,1/21/2019,10:00:00 AM,Cash,72.72,4.7619,3.6360,7.1000
585-03-5943,B,Mandalay,Normal,Male,Health and beauty,18.11,10.00,9.0550,190.16,3/13/2019,11:46:00 AM,Ewallet,181.10,4.7619,9.0550,5.9000
211-05-0490,C,Naypyitaw,Member,Female,Electronic accessories,51.92,5.00,12.9800,272.58,3/3/2019,1:42:00 PM,Cash,259.60,4.7619,12.9800,7.5000
727-75-6477,C,Naypyitaw,Normal,Male,Electronic accessories,28.84,4.00,5.7680,121.13,3/29/2019,2:44:00 PM,Cash,115.36,4.7619,5.7680,6.4000
744-02-5987,A,Yangon,Member,Male,Home and lifestyle,78.38,6.00,23.5140,493.79,1/10/2019,2:16:00 PM,Ewallet,470.28,4.7619,23.5140,5.8000
307-83-9164,A,Yangon,Member,Male,Home and lifestyle,60.01,4.00,12.0020,252.04,1/25/2019,3:54:00 PM,Cash,240.04,4.7619,12.0020,4.5000
779-06-0012,C,Naypyitaw,Member,Female,Home and lifestyle,88.61,1.00,4.4305,93.04,1/19/2019,10:21:00 AM,Cash,88.61,4.7619,4.4305,7.7000
446-47-6729,C,Naypyitaw,Normal,Male,Fashion accessories,99.82,2.00,9.9820,209.62,1/2/2019,6:09:00 PM,Credit card,199.64,4.7619,9.9820,6.7000
573-10-3877,B,Mandalay,Member,Male,Health and beauty,39.01,1.00,1.9505,40.96,3/12/2019,4:46:00 PM,Credit card,39.01,4.7619,1.9505,4.7000
735-06-4124,C,Naypyitaw,Normal,Male,Food and beverages,48.61,1.00,2.4305,51.04,2/25/2019,3:31:00 PM,Cash,48.61,4.7619,2.4305,4.4000
439-54-7422,A,Yangon,Normal,Female,Electronic accessories,51.19,4.00,10.2380,215.00,3/18/2019,5:15:00 PM,Credit card,204.76,4.7619,10.2380,4.7000
396-90-2219,B,Mandalay,Normal,Female,Electronic accessories,14.96,8.00,5.9840,125.66,2/23/2019,12:29:00 PM,Cash,119.68,4.7619,5.9840,8.6000
411-77-0180,A,Yangon,Member,Male,Electronic accessories,72.20,7.00,25.2700,530.67,3/26/2019,8:14:00 PM,Ewallet,505.40,4.7619,25.2700,4.3000
286-01-5402,A,Yangon,Normal,Female,Sports and travel,40.23,7.00,14.0805,295.69,3/30/2019,1:22:00 PM,Cash,281.61,4.7619,14.0805,9.6000
803-17-8013,A,Yangon,Member,Female,Home and lifestyle,88.79,8.00,35.5160,745.84,2/17/2019,5:09:00 PM,Cash,710.32,4.7619,35.5160,4.1000
512-98-1403,A,Yangon,Member,Female,Electronic accessories,26.48,3.00,3.9720,83.41,3/21/2019,10:40:00 AM,Ewallet,79.44,4.7619,3.9720,4.7000
848-42-2560,A,Yangon,Normal,Female,Fashion accessories,81.91,2.00,8.1910,172.01,3/5/2019,5:43:00 PM,Cash,163.82,4.7619,8.1910,7.8000
532-59-7201,B,Mandalay,Member,Male,Sports and travel,79.93,6.00,23.9790,503.56,1/31/2019,2:04:00 PM,Cash,479.58,4.7619,23.9790,5.5000
181-94-6432,C,Naypyitaw,Member,Male,Fashion accessories,69.33,2.00,6.9330,145.59,2/5/2019,7:05:00 PM,Ewallet,138.66,4.7619,6.9330,9.7000
870-76-1733,A,Yangon,Member,Female,Food and beverages,14.23,5.00,3.5575,74.71,2/1/2019,10:08:00 AM,Credit card,71.15,4.7619,3.5575,4.4000
423-64-4619,A,Yangon,Member,Female,Health and beauty,15.55,9.00,6.9975,146.95,3/7/2019,1:12:00 PM,Cash,139.95,4.7619,6.9975,5.0000
227-07-4446,C,Naypyitaw,Member,Female,Electronic accessories,78.13,10.00,39.0650,820.37,2/10/2019,8:51:00 PM,Cash,781.30,4.7619,39.0650,4.4000
174-36-3675,C,Naypyitaw,Member,Male,Food and beverages,99.37,2.00,9.9370,208.68,2/14/2019,5:29:00 PM,Cash,198.74,4.7619,9.9370,5.2000
428-83-5800,C,Naypyitaw,Member,Female,Food and beverages,21.08,3.00,3.1620,66.40,2/9/2019,10:25:00 AM,Cash,63.24,4.7619,3.1620,7.3000
603-07-0961,C,Naypyitaw,Member,Male,Electronic accessories,74.79,5.00,18.6975,392.65,1/10/2019,11:34:00 AM,Cash,373.95,4.7619,18.6975,4.9000
704-20-4138,C,Naypyitaw,Member,Female,Health and beauty,29.67,7.00,10.3845,218.07,3/11/2019,6:58:00 PM,Credit card,207.69,4.7619,10.3845,8.1000
787-15-1757,C,Naypyitaw,Member,Male,Health and beauty,44.07,4.00,8.8140,185.09,2/18/2019,4:28:00 PM,Ewallet,176.28,4.7619,8.8140,8.4000
649-11-3678,C,Naypyitaw,Normal,Female,Food and beverages,22.93,9.00,10.3185,216.69,2/26/2019,8:26:00 PM,Cash,206.37,4.7619,10.3185,5.5000
